Address;RegName;Clk;Rst;Port ; Public ; Signal;BitPos;Default;SW(R/W);Comment;HW(W);MCU(W);MISC;Description
;;;;;;GPIO_FUNC165_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC165_IN_SEL;[5:0];x;R/W;;;;;
0x03c8;GPIO_FUNC166_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG166_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC166_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC166_IN_SEL;[5:0];x;R/W;;;;;
0x03cc;GPIO_FUNC167_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG167_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC167_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC167_IN_SEL;[5:0];x;R/W;;;;;
0x03d0;GPIO_FUNC168_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG168_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC168_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC168_IN_SEL;[5:0];x;R/W;;;;;
0x03d4;GPIO_FUNC169_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG169_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC169_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC169_IN_SEL;[5:0];x;R/W;;;;;
0x03d8;GPIO_FUNC170_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG170_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC170_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC170_IN_SEL;[5:0];x;R/W;;;;;
0x03dc;GPIO_FUNC171_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG171_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC171_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC171_IN_SEL;[5:0];x;R/W;;;;;
0x03e0;GPIO_FUNC172_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG172_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC172_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC172_IN_SEL;[5:0];x;R/W;;;;;
0x03e4;GPIO_FUNC173_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG173_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC173_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC173_IN_SEL;[5:0];x;R/W;;;;;
0x03e8;GPIO_FUNC174_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG174_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC174_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC174_IN_SEL;[5:0];x;R/W;;;;;
0x03ec;GPIO_FUNC175_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG175_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC175_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC175_IN_SEL;[5:0];x;R/W;;;;;
0x03f0;GPIO_FUNC176_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG176_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC176_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC176_IN_SEL;[5:0];x;R/W;;;;;
0x03f4;GPIO_FUNC177_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG177_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC177_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC177_IN_SEL;[5:0];x;R/W;;;;;
0x03f8;GPIO_FUNC178_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG178_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC178_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC178_IN_SEL;[5:0];x;R/W;;;;;
0x03fc;GPIO_FUNC179_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG179_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC179_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC179_IN_SEL;[5:0];x;R/W;;;;;
0x0400;GPIO_FUNC180_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG180_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC180_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC180_IN_SEL;[5:0];x;R/W;;;;;
0x0404;GPIO_FUNC181_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG181_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC181_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC181_IN_SEL;[5:0];x;R/W;;;;;
0x0408;GPIO_FUNC182_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG182_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC182_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC182_IN_SEL;[5:0];x;R/W;;;;;
0x040c;GPIO_FUNC183_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG183_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC183_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC183_IN_SEL;[5:0];x;R/W;;;;;
0x0410;GPIO_FUNC184_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG184_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC184_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC184_IN_SEL;[5:0];x;R/W;;;;;
0x0414;GPIO_FUNC185_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG185_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC185_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC185_IN_SEL;[5:0];x;R/W;;;;;
0x0418;GPIO_FUNC186_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG186_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC186_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC186_IN_SEL;[5:0];x;R/W;;;;;
0x041c;GPIO_FUNC187_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG187_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC187_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC187_IN_SEL;[5:0];x;R/W;;;;;
0x0420;GPIO_FUNC188_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG188_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC188_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC188_IN_SEL;[5:0];x;R/W;;;;;
0x0424;GPIO_FUNC189_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG189_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC189_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC189_IN_SEL;[5:0];x;R/W;;;;;
0x0428;GPIO_FUNC190_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG190_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC190_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC190_IN_SEL;[5:0];x;R/W;;;;;
0x042c;GPIO_FUNC191_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG191_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC191_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC191_IN_SEL;[5:0];x;R/W;;;;;
0x0430;GPIO_FUNC192_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG192_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC192_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC192_IN_SEL;[5:0];x;R/W;;;;;
0x0434;GPIO_FUNC193_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG193_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC193_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC193_IN_SEL;[5:0];x;R/W;;;;;
0x0438;GPIO_FUNC194_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG194_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC194_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC194_IN_SEL;[5:0];x;R/W;;;;;
0x043c;GPIO_FUNC195_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG195_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC195_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC195_IN_SEL;[5:0];x;R/W;;;;;
0x0440;GPIO_FUNC196_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG196_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC196_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC196_IN_SEL;[5:0];x;R/W;;;;;
0x0444;GPIO_FUNC197_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG197_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC197_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC197_IN_SEL;[5:0];x;R/W;;;;;
0x0448;GPIO_FUNC198_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG198_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC198_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC198_IN_SEL;[5:0];x;R/W;;;;;
0x044c;GPIO_FUNC199_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG199_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC199_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC199_IN_SEL;[5:0];x;R/W;;;;;
0x0450;GPIO_FUNC200_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG200_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC200_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC200_IN_SEL;[5:0];x;R/W;;;;;
0x0454;GPIO_FUNC201_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG201_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC201_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC201_IN_SEL;[5:0];x;R/W;;;;;
0x0458;GPIO_FUNC202_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG202_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC202_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC202_IN_SEL;[5:0];x;R/W;;;;;
0x045c;GPIO_FUNC203_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG203_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC203_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC203_IN_SEL;[5:0];x;R/W;;;;;
0x0460;GPIO_FUNC204_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG204_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC204_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC204_IN_SEL;[5:0];x;R/W;;;;;
0x0464;GPIO_FUNC205_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG205_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC205_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC205_IN_SEL;[5:0];x;R/W;;;;;
0x0468;GPIO_FUNC206_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG206_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC206_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC206_IN_SEL;[5:0];x;R/W;;;;;
0x046c;GPIO_FUNC207_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG207_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC207_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC207_IN_SEL;[5:0];x;R/W;;;;;
0x0470;GPIO_FUNC208_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG208_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC208_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC208_IN_SEL;[5:0];x;R/W;;;;;
0x0474;GPIO_FUNC209_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG209_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC209_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC209_IN_SEL;[5:0];x;R/W;;;;;
0x0478;GPIO_FUNC210_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG210_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC210_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC210_IN_SEL;[5:0];x;R/W;;;;;
0x047c;GPIO_FUNC211_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG211_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC211_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC211_IN_SEL;[5:0];x;R/W;;;;;
0x0480;GPIO_FUNC212_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG212_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC212_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC212_IN_SEL;[5:0];x;R/W;;;;;
0x0484;GPIO_FUNC213_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG213_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC213_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC213_IN_SEL;[5:0];x;R/W;;;;;
0x0488;GPIO_FUNC214_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG214_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC214_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC214_IN_SEL;[5:0];x;R/W;;;;;
0x048c;GPIO_FUNC215_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG215_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC215_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC215_IN_SEL;[5:0];x;R/W;;;;;
0x0490;GPIO_FUNC216_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG216_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC216_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC216_IN_SEL;[5:0];x;R/W;;;;;
0x0494;GPIO_FUNC217_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG217_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC217_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC217_IN_SEL;[5:0];x;R/W;;;;;
0x0498;GPIO_FUNC218_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG218_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC218_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC218_IN_SEL;[5:0];x;R/W;;;;;
0x049c;GPIO_FUNC219_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG219_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC219_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC219_IN_SEL;[5:0];x;R/W;;;;;
0x04a0;GPIO_FUNC220_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG220_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC220_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC220_IN_SEL;[5:0];x;R/W;;;;;
0x04a4;GPIO_FUNC221_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG221_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC221_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC221_IN_SEL;[5:0];x;R/W;;;;;
0x04a8;GPIO_FUNC222_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG222_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC222_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC222_IN_SEL;[5:0];x;R/W;;;;;
0x04ac;GPIO_FUNC223_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG223_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC223_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC223_IN_SEL;[5:0];x;R/W;;;;;
0x04b0;GPIO_FUNC224_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG224_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC224_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC224_IN_SEL;[5:0];x;R/W;;;;;
0x04b4;GPIO_FUNC225_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG225_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC225_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC225_IN_SEL;[5:0];x;R/W;;;;;
0x04b8;GPIO_FUNC226_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG226_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC226_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC226_IN_SEL;[5:0];x;R/W;;;;;
0x04bc;GPIO_FUNC227_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG227_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC227_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC227_IN_SEL;[5:0];x;R/W;;;;;
0x04c0;GPIO_FUNC228_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG228_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC228_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC228_IN_SEL;[5:0];x;R/W;;;;;
0x04c4;GPIO_FUNC229_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG229_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC229_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC229_IN_SEL;[5:0];x;R/W;;;;;
0x04c8;GPIO_FUNC230_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG230_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC230_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC230_IN_SEL;[5:0];x;R/W;;;;;
0x04cc;GPIO_FUNC231_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG231_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC231_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC231_IN_SEL;[5:0];x;R/W;;;;;
0x04d0;GPIO_FUNC232_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG232_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC232_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC232_IN_SEL;[5:0];x;R/W;;;;;
0x04d4;GPIO_FUNC233_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG233_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC233_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC233_IN_SEL;[5:0];x;R/W;;;;;
0x04d8;GPIO_FUNC234_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG234_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC234_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC234_IN_SEL;[5:0];x;R/W;;;;;
0x04dc;GPIO_FUNC235_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG235_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC235_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC235_IN_SEL;[5:0];x;R/W;;;;;
0x04e0;GPIO_FUNC236_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG236_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC236_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC236_IN_SEL;[5:0];x;R/W;;;;;
0x04e4;GPIO_FUNC237_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG237_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC237_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC237_IN_SEL;[5:0];x;R/W;;;;;
0x04e8;GPIO_FUNC238_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG238_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC238_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC238_IN_SEL;[5:0];x;R/W;;;;;
0x04ec;GPIO_FUNC239_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG239_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC239_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC239_IN_SEL;[5:0];x;R/W;;;;;
0x04f0;GPIO_FUNC240_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG240_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC240_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC240_IN_SEL;[5:0];x;R/W;;;;;
0x04f4;GPIO_FUNC241_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG241_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC241_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC241_IN_SEL;[5:0];x;R/W;;;;;
0x04f8;GPIO_FUNC242_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG242_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC242_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC242_IN_SEL;[5:0];x;R/W;;;;;
0x04fc;GPIO_FUNC243_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG243_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC243_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC243_IN_SEL;[5:0];x;R/W;;;;;
0x0500;GPIO_FUNC244_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG244_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC244_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC244_IN_SEL;[5:0];x;R/W;;;;;
0x0504;GPIO_FUNC245_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG245_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC245_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC245_IN_SEL;[5:0];x;R/W;;;;;
0x0508;GPIO_FUNC246_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG246_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC246_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC246_IN_SEL;[5:0];x;R/W;;;;;
0x050c;GPIO_FUNC247_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG247_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC247_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC247_IN_SEL;[5:0];x;R/W;;;;;
